anime,animeLabel,animePubDate,animeSeriesStartDate
http://www.wikidata.org/entity/Q1143838,The Super Dimension Fortress Macross: Flash Back 2012,1987-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151460,Black Rock Shooter,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151460,Black Rock Shooter,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151460,Black Rock Shooter,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1303713,Исток,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1364951,Lupin the 3rd vs Detective Conan,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1493348,Ganbare Goemon,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2405490,Арион,1986-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2504585,Юнико,1981-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2504585,Юнико,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2555827,Kinnikuman Nisei,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2572550,Boku no Sexual Harassment,,
http://www.wikidata.org/entity/Q2574595,Jetter Mars,1977-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2662527,Aki Sora,,
http://www.wikidata.org/entity/Q3545428,Love Get Chu,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3623143,Q3623143,1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3699551,Bit the Cupid,,
http://www.wikidata.org/entity/Q3780068,Hyōga Senshi Gaislugger,,
http://www.wikidata.org/entity/Q3796259,Q3796259,,
http://www.wikidata.org/entity/Q3807730,金髪のジェニー (テレビアニメ),,
http://www.wikidata.org/entity/Q3819462,Expedition to Tanken Goblin Island,,
http://www.wikidata.org/entity/Q3942784,Rupan Hassei,,
http://www.wikidata.org/entity/Q3977693,超スーパーカー ガッタイガー,,
http://www.wikidata.org/entity/Q4003640,Q4003640,,
http://www.wikidata.org/entity/Q4004046,Q4004046,,
http://www.wikidata.org/entity/Q4042371,Kuro no Danshou: The Literary Fragment,,
http://www.wikidata.org/entity/Q4185769,Planzet,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4388986,絢爛舞踏祭 ザ・マーズ・デイブレイク,,
http://www.wikidata.org/entity/Q4790381,Ariel,,
http://www.wikidata.org/entity/Q4916994,Birth,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5456041,Norageki!,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5931058,Nazca,1998-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6887003,Mobile Suit Gundam SEED Destiny: Special Edition,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6887003,Mobile Suit Gundam SEED Destiny: Special Edition,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6887011,Mobile Suit Gundam SEED: Special Edition,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7037521,Rescue Me!,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q8326692,RPG Densetsu Hepoi,,
http://www.wikidata.org/entity/Q10593807,Seton Dobutsuki,,
http://www.wikidata.org/entity/Q10847068,Euphoria,2011-06-24T00:00:00Z,
http://www.wikidata.org/entity/Q10855162,Gundress,,
http://www.wikidata.org/entity/Q10855670,劇場版 遙かなる時空の中で 舞一夜,,
http://www.wikidata.org/entity/Q10855940,ヤン坊ニン坊トン坊,,
http://www.wikidata.org/entity/Q10885338,Bemubemu Hunter Kotengu Tenmaru,,
http://www.wikidata.org/entity/Q10921856,"Hello, Dynosis Kids",1993-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q11188656,A15,,
http://www.wikidata.org/entity/Q11239438,Peeping Life,,
http://www.wikidata.org/entity/Q11240110,遙かなる時空の中で2-白き龍の神子-,,
http://www.wikidata.org/entity/Q11243303,Short Peace,2013-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q11244561,Star Jewel,,
http://www.wikidata.org/entity/Q11255898,アニメ店長,,
http://www.wikidata.org/entity/Q11263929,ウェディングピーチDX,,
http://www.wikidata.org/entity/Q11264576,Gaki-Dēka,,
http://www.wikidata.org/entity/Q11272376,ドラゴンリーグ,,
http://www.wikidata.org/entity/Q11275239,Norakuro-kun,,
http://www.wikidata.org/entity/Q11277522,Puchimas! Petit Idolmaster,2014-05-28T00:00:00Z,
http://www.wikidata.org/entity/Q11277968,Boku no Songokū,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q11284405,Anime Rōkyoku Kikō: Shimizu no Jirochō-den,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q11296412,Marie & Gali,,
http://www.wikidata.org/entity/Q11299699,Kurokan,,
http://www.wikidata.org/entity/Q11304211,Cyborg 009,,
http://www.wikidata.org/entity/Q11307771,The Siamese: First Mission,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q11312458,STRAY SHEEP,,
http://www.wikidata.org/entity/Q11317339,Double Hard,,
http://www.wikidata.org/entity/Q11320637,Dead Heat,,
http://www.wikidata.org/entity/Q11329218,Let's Dance with Papa,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q11442260,Tenshi no Drop,,
http://www.wikidata.org/entity/Q11452055,Sōya Monogatari,,1984-02-07T00:00:00Z
http://www.wikidata.org/entity/Q11490780,Ninjaman Ippei,,
http://www.wikidata.org/entity/Q11491537,Z-Mind,,
http://www.wikidata.org/entity/Q11492179,Horror News,,
http://www.wikidata.org/entity/Q11605236,Алый Волк,,
http://www.wikidata.org/entity/Q11610014,Gifuu Doudou!! Kanetsugu to Keiji,,
http://www.wikidata.org/entity/Q11612525,Rinshi!! Ekoda-chan,,
http://www.wikidata.org/entity/Q11677969,The Black Cat,1929-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q11677969,The Black Cat,1931-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q12582057,Q12582057,,
http://www.wikidata.org/entity/Q3959311,Sorcerer on the Rocks,,
http://www.wikidata.org/entity/Q3962747,Slayers Excellent,,1998-10-25T00:00:00Z
http://www.wikidata.org/entity/Q3991410,Time Bokan: Royal Revival,,
http://www.wikidata.org/entity/Q3992370,Tokio Private Police,,
http://www.wikidata.org/entity/Q4001047,Twilight Q,,
http://www.wikidata.org/entity/Q4018198,Full Metal Panic! The Second Raid OVA,,
http://www.wikidata.org/entity/Q4027157,Mighty Space Miners,,1994-11-11T00:00:00Z
http://www.wikidata.org/entity/Q4034944,Beat Angel Escalayer,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4035235,Blue Sonnet,,
http://www.wikidata.org/entity/Q4037195,Demon Beast Invasion,1990-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2420364,Sonic the Hedgehog: The Movie,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2426187,Mazinkaizer SKL,,
http://www.wikidata.org/entity/Q2427982,Портрет малышки Козетты,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2442773,Cosplay Complex,,2002-05-25T00:00:00Z
http://www.wikidata.org/entity/Q2446042,Detonator Orgun,1992-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2455790,Super Robot Wars Original Generation: The Animation,,
http://www.wikidata.org/entity/Q2466311,Mobile Suit Gundam 0080: War in the Pocket,1989-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2471267,Saint Seiya: The Lost Canvas,2006-08-24T00:00:00Z,
http://www.wikidata.org/entity/Q2471267,Saint Seiya: The Lost Canvas,2009-06-24T00:00:00Z,
http://www.wikidata.org/entity/Q2471267,Saint Seiya: The Lost Canvas,2011-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q2471267,Saint Seiya: The Lost Canvas,2016-03-12T00:00:00Z,
http://www.wikidata.org/entity/Q2480980,Papillon Rose,,
http://www.wikidata.org/entity/Q2482065,Yūkan Club,2007-01-01T00:00:00Z,2007-10-16T00:00:00Z
http://www.wikidata.org/entity/Q2499784,Красный сад,,
http://www.wikidata.org/entity/Q2506667,Shoujo Sect,,
http://www.wikidata.org/entity/Q2519475,Hen,,
http://www.wikidata.org/entity/Q2542211,Demon City Shinjuku,,
http://www.wikidata.org/entity/Q2543155,Burn Up!,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2553028,Otaku no Video,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2564920,Denpa teki na Kanojo,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2568665,Последняя фантазия: Легенда кристаллов,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2579615,Нанако,1999-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1059405,Dokyusei,1999-08-27T00:00:00Z,
http://www.wikidata.org/entity/Q1059405,Dokyusei,2008-05-22T00:00:00Z,
http://www.wikidata.org/entity/Q1059405,Dokyusei,2008-10-30T00:00:00Z,
http://www.wikidata.org/entity/Q1065959,Moonlight Lady,2000-12-22T00:00:00Z,
http://www.wikidata.org/entity/Q1065959,Moonlight Lady,2000-12-28T00:00:00Z,
http://www.wikidata.org/entity/Q1065959,Moonlight Lady,2002-05-24T00:00:00Z,
http://www.wikidata.org/entity/Q1065959,Moonlight Lady,2002-05-31T00:00:00Z,
http://www.wikidata.org/entity/Q1065959,Moonlight Lady,2005-04-15T00:00:00Z,
http://www.wikidata.org/entity/Q1065959,Moonlight Lady,2005-04-30T00:00:00Z,
http://www.wikidata.org/entity/Q1072575,Diebuster,2004-10-03T00:00:00Z,
http://www.wikidata.org/entity/Q1080539,Iczer Girl Iczelion,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1080652,Angel of Darkness,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q106318596,ねこぢる劇場 ぢるぢるORIGINAL,1999-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q106318596,ねこぢる劇場 ぢるぢるORIGINAL,2003-11-19T00:00:00Z,
http://www.wikidata.org/entity/Q106398973,At the Border Checkpoint,1930-06-05T00:00:00Z,
http://www.wikidata.org/entity/Q106399006,The Golden Flower,,
http://www.wikidata.org/entity/Q106882278,The Whale,1929-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q106882424,Princess Katsura,,
http://www.wikidata.org/entity/Q106882552,A Spider's Thread,,
http://www.wikidata.org/entity/Q106882646,The Ghost Ship,,
http://www.wikidata.org/entity/Q107093027,Super Crooks,,
http://www.wikidata.org/entity/Q107348903,Star Blazers: Space Battleship Yamato 2205,,
http://www.wikidata.org/entity/Q107522361,Kenka Bancho Otome: Girl Beats Boys,,
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,,
http://www.wikidata.org/entity/Q107645602,Mrs. Warabi,2021-07-06T00:00:00Z,
http://www.wikidata.org/entity/Q107745130,"Oh, Suddenly Egyptian God",2020-12-07T00:00:00Z,
http://www.wikidata.org/entity/Q108597806,Aos,1964-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q15284360,Bayonetta: Bloody Fate,2013-10-22T00:00:00Z,
http://www.wikidata.org/entity/Q15574647,Tesagure! Bukatsu-mono,,
http://www.wikidata.org/entity/Q15733151,Остров Джованни,2014-02-22T00:00:00Z,
http://www.wikidata.org/entity/Q15907999,Din Dong,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q16427535,Hellsing I,2006-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q16427538,Hellsing II,2006-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q16427541,Hellsing III,2007-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q16427544,Hellsing IV,2008-02-22T00:00:00Z,
http://www.wikidata.org/entity/Q16549370,Devichil,,2000-10-07T00:00:00Z
http://www.wikidata.org/entity/Q16748951,Ore no Imōto ga Konna ni Kawaii Wake ga Nai.,,2013-04-07T00:00:00Z
http://www.wikidata.org/entity/Q16912470,Super Lovers,,
http://www.wikidata.org/entity/Q17167604,World Fool News,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q17190725,IDOLM@STER SideM,2014-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q17222603,Kiitaro's Yokai Picture Diary,,
http://www.wikidata.org/entity/Q18234002,Doctor Slump,1997-01-01T00:00:00Z,1997-11-26T00:00:00Z
http://www.wikidata.org/entity/Q18384133,Crossroad,2014-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q18577650,Darker than Black: Gaiden,,
http://www.wikidata.org/entity/Q19357037,The Idolmaster Cinderella Girls,2015-01-01T00:00:00Z,2015-01-10T00:00:00Z
http://www.wikidata.org/entity/Q19707977,Q19707977,,
http://www.wikidata.org/entity/Q21208920,Li'l Spider Girl,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q21236248,This Boy Suffers from Crystallization,2014-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q21296065,Q21296065,1925-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q21296132,Yosan Seiji,1925-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q21296134,Kokka o Sukue,1925-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q21329154,Yo-Kai Watch: Enma Daiō to Itsutsu no Monogatari da Nyan!,2015-12-19T00:00:00Z,
http://www.wikidata.org/entity/Q22127920,Doamaiger D,,
http://www.wikidata.org/entity/Q22128246,JK-Meshi!,,
http://www.wikidata.org/entity/Q22128378,Pan de Peace!,,
http://www.wikidata.org/entity/Q22129016,Tabimachi Late Show,,
http://www.wikidata.org/entity/Q22341655,Kimba the White Lion: Symphonic Poem,1991-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q22341668,ジャングル大帝レオ 空を染める謎の星,2003-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q24862620,Nanairo Kakumei,,
http://www.wikidata.org/entity/Q24865745,Gakuen Handsome,2010-08-29T00:00:00Z,
http://www.wikidata.org/entity/Q24865745,Gakuen Handsome,2015-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q24866855,Puzzle & Dragons X,,
http://www.wikidata.org/entity/Q24875097,This Boy Is a Professional Wizard,,
http://www.wikidata.org/entity/Q27449964,Inazuma Eleven Ares no Tenbin,2018-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q27651196,Wild 7,,
http://www.wikidata.org/entity/Q28054958,Legend of Basara,,
http://www.wikidata.org/entity/Q28692441,Любовь к рису,,
http://www.wikidata.org/entity/Q28693132,Asagao to Kase-san,2018-06-06T00:00:00Z,
http://www.wikidata.org/entity/Q28844065,Don't Lose!! Evil Corps!,,
http://www.wikidata.org/entity/Q30093113,Shoujo Kageki Revue Starlight,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,2012-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,2017-07-08T00:00:00Z,
http://www.wikidata.org/entity/Q30943260,The Karma Saiyuki,2007-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q43694637,Rage of Bahamut: Virgin Soul,2017-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q47085276,Junji Ito Collection,,
http://www.wikidata.org/entity/Q47488854,Kiratto Pri Chan,,
http://www.wikidata.org/entity/Q48748746,Z/X Code Reunion,,2019-10-08T00:00:00Z
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,2018-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q50418220,Digimon Adventure Tri. 1,2015-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q50418220,Digimon Adventure Tri. 1,2017-05-21T00:00:00Z,
http://www.wikidata.org/entity/Q50418223,Digimon Adventure Tri. 2,2016-03-12T00:00:00Z,
http://www.wikidata.org/entity/Q50418223,Digimon Adventure Tri. 2,2017-06-29T00:00:00Z,
http://www.wikidata.org/entity/Q50418224,Digimon Adventure Tri. 3,2016-09-24T00:00:00Z,
http://www.wikidata.org/entity/Q50418224,Digimon Adventure Tri. 3,2017-08-13T00:00:00Z,
http://www.wikidata.org/entity/Q50418226,Digimon Adventure Tri. 4,2017-02-25T00:00:00Z,
http://www.wikidata.org/entity/Q50418226,Digimon Adventure Tri. 4,2018-03-11T00:00:00Z,
http://www.wikidata.org/entity/Q50418228,Digimon Adventure Tri. 5,2017-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q50418274,Digimon Adventure Tri. 6,2018-05-05T00:00:00Z,
http://www.wikidata.org/entity/Q56347408,Напарники! Даг и Кирилл,,
http://www.wikidata.org/entity/Q56350050,Inazuma Eleven: Orion no Kokuin,,
http://www.wikidata.org/entity/Q58466723,Claymore,,
http://www.wikidata.org/entity/Q59186663,Fukusuke,1957-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q59618491,Kemurikusa,,
http://www.wikidata.org/entity/Q60438581,Bastard!!,1992-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q60438581,Bastard!!,1993-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q60602742,"Papa Datte, Shitai",,
http://www.wikidata.org/entity/Q60602817,Голос лиса,,
http://www.wikidata.org/entity/Q60995069,Kochoki: Wakaki Nobunaga,,2019-07-08T00:00:00Z
http://www.wikidata.org/entity/Q60996504,"Hey, Your Cat Ears Are Showing!",,
http://www.wikidata.org/entity/Q61070126,Whale,1953-01-01T00:00:00Z,
