volcano,volcanoLabel,location
http://www.wikidata.org/entity/Q11666652,Mount Iizuna,Point(138.133611111 36.739166666)
http://www.wikidata.org/entity/Q11597839,Tateyama Volcano,Point(137.620833333 36.572222222)
http://www.wikidata.org/entity/Q11520725,Mount Motoshirane,Point(138.531667 36.622939)
http://www.wikidata.org/entity/Q11536251,Mount Neko,Point(131.14438889 32.8835)
http://www.wikidata.org/entity/Q11463980,Mount Onoko,Point(138.9375 36.581111111)
http://www.wikidata.org/entity/Q11657379,Mount Akanfuji,Point(144.006388888 43.374166666)
http://www.wikidata.org/entity/Q11536092,Mount Kurino,Point(130.791694 31.954639)
http://www.wikidata.org/entity/Q11567195,Karasugasen,Point(133.570556 35.355833)
http://www.wikidata.org/entity/Q10392610,Q10392610,Point(-27.4493 38.7514)
http://www.wikidata.org/entity/Q12600001,Sanbangsan,Point(126.313611111 33.240555555)
http://www.wikidata.org/entity/Q11659487,Mount Hanare,Point(138.61202778 36.35388889)
http://www.wikidata.org/entity/Q12262786,Q12262786,Point(-23.24888889 64.87361111)
http://www.wikidata.org/entity/Q7690913,Te Pou Hawaiki,Point(174.767 -36.8825)
http://www.wikidata.org/entity/Q10871808,Mount Tenjō,Point(139.15294444 34.21919444)
http://www.wikidata.org/entity/Q11317930,Mount Chisenupuri,Point(140.596667 42.888056)
http://www.wikidata.org/entity/Q11381590,Mount Garan,Point(131.427777777 33.3175)
http://www.wikidata.org/entity/Q7829689,Tower Hill,Point(142.35 -38.3)
http://www.wikidata.org/entity/Q12761993,Q12761993,Point(10.83333 23.0)
http://www.wikidata.org/entity/Q11581553,Mount Mekunnai,Point(140.469444444 42.903611111)
http://www.wikidata.org/entity/Q8524527,Itcha Mountain,Point(-124.83 52.7175)
http://www.wikidata.org/entity/Q7685308,Tarahi,Point(173.851927 -35.361644)
http://www.wikidata.org/entity/Q4453832,Tekletunup,Point(160.3224 57.707083333)
http://www.wikidata.org/entity/Q4328517,Nyulkandya,Point(157.9 55.883333333)
http://www.wikidata.org/entity/Q4458318,Titovskaya Sopka,Point(113.461944444 52.018611111)
http://www.wikidata.org/entity/Q4438741,Srednyaya Sopka,Point(160.578388888 56.110916666)
http://www.wikidata.org/entity/Q4240420,Krestovsky (Near Flat Hill),Point(160.5 56.066666666)
http://www.wikidata.org/entity/Q4304777,Q4304777,Point(167.5 -14.2)
http://www.wikidata.org/entity/Q4228245,Bell (volcano),Point(150.066111111 46.060277777)
http://www.wikidata.org/entity/Q4232339,Kopkan,Point(158.833333333 56.466666666)
http://www.wikidata.org/entity/Q4217795,Qakhtana,Point(160.833333333 58.633333333)
http://www.wikidata.org/entity/Q4327897,Nubalykich,Point(158.416666666 56.266666666)
http://www.wikidata.org/entity/Q4293695,Volcano of Milos,Point(24.439 36.699)
http://www.wikidata.org/entity/Q4231222,Conradi (volcano),Point(160.55 55.083333333)
http://www.wikidata.org/entity/Q4454020,Q4454020,Point(36.599579 2.3782)
http://www.wikidata.org/entity/Q4327234,Q4327234,Point(35.7852139 33.2456167)
http://www.wikidata.org/entity/Q4424142,Slyunina (volcano),Point(160.75 57.983333333)
http://www.wikidata.org/entity/Q4277438,Malaya Udina,Point(160.616666666 55.75)
http://www.wikidata.org/entity/Q4457294,Tilmyg,Point(160.596841666 58.284363888)
http://www.wikidata.org/entity/Q4442861,Stolbovoy (volcano),Point(158.65 55.43)
http://www.wikidata.org/entity/Q4347144,Pauzhetka (volcano),Point(157.55 51.716666666)
http://www.wikidata.org/entity/Q4416865,Sergeeva (volcano),Point(160.55 57.766666666)
http://www.wikidata.org/entity/Q4220676,Kimitina,Point(158.183333333 55.266666666)
http://www.wikidata.org/entity/Q4365213,Plosky,Point(158.477511111 55.189111111)
http://www.wikidata.org/entity/Q4252361,Lagerny (volcano),Point(161.033333333 58.416666666)
http://www.wikidata.org/entity/Q4225045,Kobalan,Point(158.483333333 56.283333333)
http://www.wikidata.org/entity/Q4255259,Lauchachan,Point(157.083333333 55.433333333)
http://www.wikidata.org/entity/Q4253468,Lamanon,Point(142.1 48.7)
http://www.wikidata.org/entity/Q4400196,Ruruidake,Point(146.139 44.454)
http://www.wikidata.org/entity/Q4327352,Mount Keramim,Point(35.7786889 33.2190306)
http://www.wikidata.org/entity/Q4266730,Q4266730,Point(168.346111111 -16.506944444)
http://www.wikidata.org/entity/Q4224399,Klyuchevaya (mountain),Point(161.390833333 56.518611111)
http://www.wikidata.org/entity/Q4333566,Oleniy (volcano),Point(160.045725 56.855194444)
http://www.wikidata.org/entity/Q4347176,Q4347176,Point(-55.791763888 -63.5813)
http://www.wikidata.org/entity/Q4327604,Q4327604,Point(35.7790611 33.1580778)
http://www.wikidata.org/entity/Q4457089,Tigilsky,Point(159.6 56.566666666)
http://www.wikidata.org/entity/Q4253681,Lamutsky,Point(161.25 58.583333333)
http://www.wikidata.org/entity/Q4367182,Rikorda underwater volcano,Point(152.683333333 47.416666666)
http://www.wikidata.org/entity/Q4327893,Tel Juhader,Point(35.8524057 32.9272577)
http://www.wikidata.org/entity/Q4327553,Nosichan,Point(157.933333333 55.916666666)
http://www.wikidata.org/entity/Q4241904,Kruglenky,Point(158.983333333 56.566666666)
http://www.wikidata.org/entity/Q4237106,Koshkulak,Point(89.685 54.45)
http://www.wikidata.org/entity/Q4340749,Ochchamo,Point(158.166666666 55.616666666)
http://www.wikidata.org/entity/Q4334163,Olka (volcano in Kamchatka),Point(158.666666666 56.6)
http://www.wikidata.org/entity/Q4308670,Mutny,Point(160.383333333 57.883333333)
http://www.wikidata.org/entity/Q4390475,Rassoshina (volcano),Point(159.992508333 57.410941666)
http://www.wikidata.org/entity/Q4278778,Maly Alney,Point(159.766666666 56.466666666)
http://www.wikidata.org/entity/Q4274142,Mohabi,Point(34.101944444 44.464444444)
http://www.wikidata.org/entity/Q4347712,Payalpan,Point(157.983333333 55.816666666)
http://www.wikidata.org/entity/Q4327829,Mount Yosifon,Point(35.7974222 33.0571528)
http://www.wikidata.org/entity/Q4458318,Titovskaya Sopka,Point(113.458888888 52.008611111)
http://www.wikidata.org/entity/Q4362536,Peak MNR,Point(42.7171452 43.2495)
http://www.wikidata.org/entity/Q4349988,Perevalovy,Point(159.44405 56.783627777)
http://www.wikidata.org/entity/Q4330618,Oval (volcano),Point(158.968447222 56.99265)
http://www.wikidata.org/entity/Q4425558,Snezhniy,Point(160.811944444 58.020277777)
http://www.wikidata.org/entity/Q4315181,Nachikinsky volcano,Point(162.683333333 57.85)
http://www.wikidata.org/entity/Q4363278,Piratkovsky,Point(157.85 52.116666666)
http://www.wikidata.org/entity/Q4250394,Kuyul (volcano),Point(158.45 56.133333333)
http://www.wikidata.org/entity/Q4425889,Soboliny (volcano),Point(159.439230555 54.147758333)
http://www.wikidata.org/entity/Q4277042,Malaya Ketepana,Point(158.4 56.683333333)
http://www.wikidata.org/entity/Q4457157,Tizdar,Point(37.099263833 45.357036)
http://www.wikidata.org/entity/Q4388970,Raikoke (volcano),Point(153.25 48.293055555)
http://www.wikidata.org/entity/Q4453317,Twitunup,Point(159.972597222 57.344541666)
http://www.wikidata.org/entity/Q4327787,Mount Shifon,Point(35.7696806 33.0695361)
http://www.wikidata.org/entity/Q4279195,Small Chekchebonai,Point(159.066666666 56.8)
http://www.wikidata.org/entity/Q4276911,Malaya Ipelka,Point(156.75 52.283333333)
http://www.wikidata.org/entity/Q4287517,Bear (volcano in Kamchatka),Point(160.45 57.45)
http://www.wikidata.org/entity/Q4428426,Solontsovsky (paleovolcano),Point(136.565277777 45.439722222)
http://www.wikidata.org/entity/Q4253806,Langtutkin,Point(160.82 58.18)
http://www.wikidata.org/entity/Q4309874,Opuahau,Point(176.24064 -37.280678)
http://www.wikidata.org/entity/Q4412857,Sedankinsky,Point(160.083333333 57.266666666)
http://www.wikidata.org/entity/Q4390689,Rasshua,Point(153.024722222 47.758055555)
http://www.wikidata.org/entity/Q4320720,Nikolka,Point(159.85 55.35)
http://www.wikidata.org/entity/Q4257781,Lelyakina,Point(161.316666666 58.033333333)
http://www.wikidata.org/entity/Q4221257,Kireunsky,Point(161.366666666 56.516666666)
http://www.wikidata.org/entity/Q4442785,Gora Stokap,Point(147.3441 44.8393)
http://www.wikidata.org/entity/Q4327908,Tal Saki,Point(35.8306 32.8664)
http://www.wikidata.org/entity/Q4370461,Polovinny (volcano),Point(159.866666666 56.466666666)
http://www.wikidata.org/entity/Q4290644,Menshoy Brat,Point(148.783333333 45.383611111)
http://www.wikidata.org/entity/Q4255261,Lauchan,Point(157.35 55.466666666)
http://www.wikidata.org/entity/Q4438004,Spokoyny,Point(160.81666667 58.13333333)
http://www.wikidata.org/entity/Q4438004,Spokoyny,Point(160.816666666 58.133333333)
http://www.wikidata.org/entity/Q4283133,Q4283133,Point(-90.466666666 0.333333333)
http://www.wikidata.org/entity/Q4280140,Q4280140,Point(145.037222222 -4.08)
http://www.wikidata.org/entity/Q4327496,Mount Odem,Point(35.7555472 33.1964861)
http://www.wikidata.org/entity/Q4285556,Q4285556,Point(168.4166667 -17.66666667)
http://www.wikidata.org/entity/Q4327730,Har Hozek,Point(35.8505889 33.0537861)
http://www.wikidata.org/entity/Q4290644,Menshoy Brat,Point(148.78764 45.38329)
http://www.wikidata.org/entity/Q4218811,Kevenateunup,Point(160.616666666 57.9)
http://www.wikidata.org/entity/Q4328180,Q4328180,Point(48.483333333 -13.316666666)
http://www.wikidata.org/entity/Q4281547,Mascarin Peak,Point(37.6890358 -46.9045564)
http://www.wikidata.org/entity/Q4220812,Kinenin,Point(158.833333333 53.255555555)
http://www.wikidata.org/entity/Q4442785,Gora Stokap,Point(147.3425 44.8375)
http://www.wikidata.org/entity/Q4428920,Goryachaya,Point(158.15 52.816666666)
http://www.wikidata.org/entity/Q4323465,Novograblenova (volcano),Point(160.616666666 57.916666666)
http://www.wikidata.org/entity/Q4252438,Q4252438,Point(-70.299722222 -39.0725)
http://www.wikidata.org/entity/Q4363429,Pirozhnikova (volcano),Point(160.338236111 57.529972222)
http://www.wikidata.org/entity/Q4247298,Kunhilok (volcano),Point(159.9 57.05)
http://www.wikidata.org/entity/Q4338469,Ostanets,Point(157.321944444 52.146111111)
http://www.wikidata.org/entity/Q4456140,Terpuk,Point(159.836111111 57.2)
http://www.wikidata.org/entity/Q4438597,Sredniy (volcano),Point(160.037397222 57.326847222)
http://www.wikidata.org/entity/Q4379957,Prodolny,Point(157.216666666 55.433333333)
http://www.wikidata.org/entity/Q31454774,Futatsu Dake,Point(138.90403 36.48153)
http://www.wikidata.org/entity/Q31454505,The Peak,Point(-12.283333333 -37.1)
http://www.wikidata.org/entity/Q31454626,Mount Kurobi,Point(139.193333333 36.560833333)
http://www.wikidata.org/entity/Q31454219,Vulkan Chernogo,Point(150.866666666 46.522222222)
http://www.wikidata.org/entity/Q31454776,Takanosu Yama,Point(138.90567 36.46113)
http://www.wikidata.org/entity/Q31451547,Sopka Krasnaya,Point(160.025 57.144166666)
http://www.wikidata.org/entity/Q31454282,Sopka Kamennaya,Point(134.442777777 46.951111111)
http://www.wikidata.org/entity/Q31454203,Vulkan Il'inskiy,Point(157.2039 51.4991)
http://www.wikidata.org/entity/Q31451512,Vulkan Mutnovskaya Sopka,Point(158.1977 52.4484)
http://www.wikidata.org/entity/Q31451433,Vulkan Tsentral'nyy Semlyachik,Point(159.926666666 54.293333333)
http://www.wikidata.org/entity/Q31454775,Asama Yama,Point(138.93 36.481666666)
http://www.wikidata.org/entity/Q31454201,Vulkan Kambal'naya Sopka,Point(156.875833333 51.303888888)
http://www.wikidata.org/entity/Q31454294,Sopka Pasechnaya,Point(134.073333333 46.728055555)
http://www.wikidata.org/entity/Q31454769,Mount Kamon,Point(138.85088 36.4774)
http://www.wikidata.org/entity/Q31454390,Vulkan Novo-Bakening,Point(158.098055555 53.943888888)
http://www.wikidata.org/entity/Q31454267,Sopka Khar'kovka,Point(131.6799 43.4836)
http://www.wikidata.org/entity/Q31454257,Sopka Kyamenistaya,Point(131.718888888 43.379722222)
http://www.wikidata.org/entity/Q31454296,Sopka Alban,Point(134.160833333 46.678333333)
http://www.wikidata.org/entity/Q31454226,Sopka Asacha,Point(157.8295 52.3555)
http://www.wikidata.org/entity/Q31454290,Sopka Vysokaya,Point(134.103333333 46.670833333)
http://www.wikidata.org/entity/Q31454783,Komaga Take,Point(139.193888888 36.551666666)
http://www.wikidata.org/entity/Q31454339,Sopka Mayachnaya,Point(134.421111111 46.901111111)
http://www.wikidata.org/entity/Q31454217,Vulkan Chikurachki,Point(155.458611111 50.3225)
http://www.wikidata.org/entity/Q31454534,Cerro El Pacayal,Point(-88.333333333 13.466666666)
http://www.wikidata.org/entity/Q31454213,Sopka Ded,Point(156.583333333 51.316666666)
http://www.wikidata.org/entity/Q31454782,Maekake Yama,Point(138.51323 36.40382)
http://www.wikidata.org/entity/Q31454195,Sopka Kinchoklok,Point(159.7825 55.3658)
http://www.wikidata.org/entity/Q31454332,Sopka Vasil'yeva,Point(134.288333333 46.899444444)
http://www.wikidata.org/entity/Q31454298,Sopka Koz'ya,Point(134.340277777 46.698055555)
http://www.wikidata.org/entity/Q31451483,Vulkan Ushkovskiy,Point(160.47049 56.06943)
http://www.wikidata.org/entity/Q31454272,Sopka Merkur'yevskaya,Point(131.8569 43.6235)
http://www.wikidata.org/entity/Q31451519,Vulkan Massa,Point(161.2292 59.0883)
http://www.wikidata.org/entity/Q31454229,Sopka Aligey,Point(160.533333333 57.966666666)
http://www.wikidata.org/entity/Q31454612,Suzuga Take,Point(139.152222222 36.555)
http://www.wikidata.org/entity/Q31451505,Gora Nachikinskaya,Point(162.6928 57.8405)
http://www.wikidata.org/entity/Q31454646,Vulkan Yermak,Point(147.859722222 45.009722222)
http://www.wikidata.org/entity/Q31454231,Vulkan Alaid,Point(155.555277777 50.859444444)
http://www.wikidata.org/entity/Q31454381,Sopka Karasukskaya,Point(85.661666666 52.294722222)
http://www.wikidata.org/entity/Q31454208,Vulkan Ekarma,Point(153.941388888 48.9475)
http://www.wikidata.org/entity/Q31454365,Sopka Yerëmina,Point(133.893055555 46.186666666)
http://www.wikidata.org/entity/Q31454324,Sopka Kamenistaya Griva,Point(134.26 46.985)
http://www.wikidata.org/entity/Q31451496,Sopka Ostraya,Point(158.198611111 53.119722222)
http://www.wikidata.org/entity/Q31454270,Sopka Golaya,Point(131.759722222 43.474444444)
http://www.wikidata.org/entity/Q31454613,Sōma Yama,Point(138.900277777 36.475833333)
http://www.wikidata.org/entity/Q31454287,Sopka Uglevaya,Point(134.108888888 46.702777777)
http://www.wikidata.org/entity/Q31451458,Gora Shishel',Point(160.376 57.4397)
http://www.wikidata.org/entity/Q31454619,Mount Otake,Point(129.7131 29.6385)
http://www.wikidata.org/entity/Q31454196,Sopka Khodutka,Point(157.710277777 52.062222222)
http://www.wikidata.org/entity/Q31454221,Vulkan Buryashchiy,Point(159.974722222 54.327777777)
http://www.wikidata.org/entity/Q31451488,Sopka Piratkovskiy Pik,Point(157.850277777 52.111111111)
http://www.wikidata.org/entity/Q31454361,Sopka Kamenistaya,Point(133.82656 46.17554)
http://www.wikidata.org/entity/Q31454308,Sopka Granichnaya,Point(134.449166666 46.748611111)
http://www.wikidata.org/entity/Q31454785,Mount Ōtaira,Point(139.6883 33.12554)
http://www.wikidata.org/entity/Q31451470,Vulkan Raykoke,Point(153.2481 48.2915)
http://www.wikidata.org/entity/Q31454357,Sopka Dom,Point(134.480833333 46.890833333)
http://www.wikidata.org/entity/Q31454778,Mitsumine San,Point(138.88061 36.46092)
http://www.wikidata.org/entity/Q31454279,Sopka Sarovskiye Dachi,Point(134.3539 46.0925)
http://www.wikidata.org/entity/Q31454222,Sopka Baydara,Point(161.5883 59.305)
http://www.wikidata.org/entity/Q31454210,Vulkan Dvor,Point(159.434444444 54.085277777)
http://www.wikidata.org/entity/Q31454770,Bingushi Yama,Point(138.86291 36.4881)
http://www.wikidata.org/entity/Q31454384,Sopka Khutorskaya,Point(85.730833333 52.26)
http://www.wikidata.org/entity/Q31454329,Sopka Vostryaki,Point(134.174166666 46.881944444)
http://www.wikidata.org/entity/Q31454316,Sopka Lysaya,Point(134.359166666 46.857777777)
http://www.wikidata.org/entity/Q31454647,Drakon,Point(147.88868 45.01936)
http://www.wikidata.org/entity/Q31454370,Sopka Bol'shaya,Point(133.909444444 46.563055555)
http://www.wikidata.org/entity/Q31454412,Sopka Skalistaya,Point(158.035 53.146111111)
http://www.wikidata.org/entity/Q31454532,Cerro El Taburete,Point(-88.5317 13.4367)
http://www.wikidata.org/entity/Q31451439,Vulkan Trezubets,Point(150.103333333 46.066666666)
http://www.wikidata.org/entity/Q31454214,Vulkan Chirinkotan,Point(153.479722222 48.980555555)
http://www.wikidata.org/entity/Q31451453,Vulkan Sredniy,Point(160.577777777 56.110833333)
http://www.wikidata.org/entity/Q31454343,Sopka Kamenistaya,Point(134.386111111 46.8325)
http://www.wikidata.org/entity/Q31454284,Sopka Bol'shoy Solntsepek,Point(134.378333333 46.952222222)
http://www.wikidata.org/entity/Q31454377,Sopka Talitskaya,Point(85.676388888 52.291388888)
http://www.wikidata.org/entity/Q31451412,Vulkan Uzon,Point(159.915555555 54.511666666)
http://www.wikidata.org/entity/Q31451477,Vulkan Poputnyy,Point(160.0783 55.0775)
http://www.wikidata.org/entity/Q31454368,Sopka Ostraya,Point(133.996944444 46.418333333)
http://www.wikidata.org/entity/Q31454585,Phu Khao Fai Doi Pha Khok Hin Fu,Point(99.627222222 18.247777777)
http://www.wikidata.org/entity/Q31454251,Sopka Figurnaya,Point(131.6424 43.4478)
http://www.wikidata.org/entity/Q31454274,Sopka Klepochnaya,Point(131.871111111 43.562222222)
http://www.wikidata.org/entity/Q31454263,Sopka Shapka,Point(131.721388888 43.431111111)
http://www.wikidata.org/entity/Q31454194,Vulkan Komarova,Point(160.725277777 55.033611111)
http://www.wikidata.org/entity/Q31454763,Hachi Yama,Point(138.51381 36.69047)
http://www.wikidata.org/entity/Q31454335,Sopka Vidnaya,Point(134.353055555 46.899166666)
http://www.wikidata.org/entity/Q31454311,Sopka Vostrushna,Point(134.164166666 46.841388888)
http://www.wikidata.org/entity/Q31454198,Vulkan Ketoy,Point(152.4388 47.3415)
http://www.wikidata.org/entity/Q31454209,Vulkan Dzenzurskiy,Point(158.74 53.6392)
http://www.wikidata.org/entity/Q31454321,Sopka Bol'shaya Griva,Point(134.213888888 46.928611111)
http://www.wikidata.org/entity/Q31454325,Sopka Zaikina,Point(134.348055555 46.985555555)
http://www.wikidata.org/entity/Q31454374,Sopka Koftuna,Point(134.033055555 45.848055555)
http://www.wikidata.org/entity/Q31451418,Vulkan Unana,Point(159.7175 54.642777777)
http://www.wikidata.org/entity/Q31454373,Sopka Mayachnaya,Point(134.315277777 45.891111111)
http://www.wikidata.org/entity/Q31454633,Mount Haruna Fuji,Point(138.878055555 36.4775)
http://www.wikidata.org/entity/Q31454189,Vulkan Konradi,Point(160.553611111 55.0925)
http://www.wikidata.org/entity/Q31454200,Vulkan Kamen',Point(160.594722222 56.019444444)
http://www.wikidata.org/entity/Q31454784,Maru Yama,Point(139.767777777 32.453055555)
http://www.wikidata.org/entity/Q31454301,Sopka Mayachnaya,Point(134.410277777 46.693611111)
http://www.wikidata.org/entity/Q31454305,Sopka Uglovaya,Point(134.391388888 46.7275)
http://www.wikidata.org/entity/Q31454772,Eboshiga Dake,Point(138.87456 36.48922)
http://www.wikidata.org/entity/Q31454418,Sopka Sinyaya,Point(133.8044 43.8779)
http://www.wikidata.org/entity/Q31454350,Sopka Maloguminskaya,Point(134.377777777 46.789444444)
http://www.wikidata.org/entity/Q31450509,Volcán Huehuel,Point(-98.94704 19.08305)
http://www.wikidata.org/entity/Q31450412,Cerro Las Yerbas,Point(-102.03154 19.77112)
http://www.wikidata.org/entity/Q31450225,Volcán Tuxtepec,Point(-99.10068 19.12153)
http://www.wikidata.org/entity/Q31450418,Volcán El Comalito,Point(-102.5546 19.77722)
http://www.wikidata.org/entity/Q31450542,Volcán Cuatepel,Point(-98.86 19.0937)
http://www.wikidata.org/entity/Q31450563,Volcán La Caldera,Point(-98.9706 19.3384)
http://www.wikidata.org/entity/Q31450242,Volcán Yecahuazac,Point(-99.097777777 19.076111111)
http://www.wikidata.org/entity/Q31450236,Volcán La Comalera,Point(-99.1074 19.1092)
http://www.wikidata.org/entity/Q31450737,Volcán Quinsachata,Point(-71.3566 -14.1626)
http://www.wikidata.org/entity/Q31450465,Volcán El Malacate,Point(-101.36817 19.7358)
http://www.wikidata.org/entity/Q31450517,Volcán Ocoxusco,Point(-98.90795 19.07149)
http://www.wikidata.org/entity/Q31450842,Mount Lolobau,Point(151.1577 -4.9146)
http://www.wikidata.org/entity/Q31450301,Cerro Volcán el Molcajete,Point(-100.484444444 19.409444444)
http://www.wikidata.org/entity/Q31451323,Sopka Skalistaya,Point(158.168888888 52.541666666)
http://www.wikidata.org/entity/Q31450536,Volcán del Aire,Point(-98.91265 19.02337)
http://www.wikidata.org/entity/Q31450754,Volcán Jechapita,Point(-72.311111111 -15.534444444)
http://www.wikidata.org/entity/Q31450458,Volcán El Molcajete,Point(-101.36332 19.74565)
http://www.wikidata.org/entity/Q31450162,Volcán Quimixtepec,Point(-99.12615 19.06159)
http://www.wikidata.org/entity/Q31450183,Volcán Tetzacoatl,Point(-99.128055555 19.138888888)
http://www.wikidata.org/entity/Q31451384,Vulkan Malaya Udina,Point(160.618055555 55.743888888)
http://www.wikidata.org/entity/Q31450315,Volcán La Tinaja,Point(-100.1002 18.8516)
http://www.wikidata.org/entity/Q31450343,Cerro Volado,Point(-97.607222222 17.403611111)
http://www.wikidata.org/entity/Q31450273,Volcán Xistune,Point(-99.006944444 19.145833333)
http://www.wikidata.org/entity/Q31450280,Volcán San Miguel,Point(-99.004444444 19.1625)
http://www.wikidata.org/entity/Q31451161,Sopka Dondur,Point(108.3683 52.4108)
http://www.wikidata.org/entity/Q31451297,Vulcan Tatarinova,Point(155.455 50.305555555)
http://www.wikidata.org/entity/Q31450477,Volcán Tlapexcua,Point(-98.90651 19.09934)
http://www.wikidata.org/entity/Q31450700,Volcán Marhuas,Point(-72.016944444 -15.480555555)
http://www.wikidata.org/entity/Q31450497,Volcán Moyocalco,Point(-98.93107 19.0834)
http://www.wikidata.org/entity/Q31450375,Cerro Antzitacuaro,Point(-102.07045 19.76083)
http://www.wikidata.org/entity/Q31451303,Sopka Barkhatnaya,Point(158.216111111 52.824444444)
http://www.wikidata.org/entity/Q31450731,Volcán Challhue Mauras,Point(-72.3375 -15.372222222)
http://www.wikidata.org/entity/Q31450826,Mount Malala,Point(150.1016 -5.0514)
http://www.wikidata.org/entity/Q31450406,Cerro El Derrumbadero,Point(-102.008888888 19.773611111)
http://www.wikidata.org/entity/Q31450170,Volcán El Hoyo,Point(-99.1688 19.08969)
http://www.wikidata.org/entity/Q31450471,Volacn Cohuazalo,Point(-98.91587 19.10435)
http://www.wikidata.org/entity/Q31450321,Cerro Subida El Caracol,Point(-92.59515 16.66518)
http://www.wikidata.org/entity/Q31451378,Vulkan Anaun,Point(158.48 56.5275)
http://www.wikidata.org/entity/Q31451358,Sopka Mezhdurech'ye,Point(158.123333333 52.631944444)
http://www.wikidata.org/entity/Q31450712,Volcán Misahuana Mauras,Point(-72.484722222 -15.260555555)
http://www.wikidata.org/entity/Q31450288,Volcán Malacatepetl,Point(-99.256388888 19.164444444)
http://www.wikidata.org/entity/Q31450523,Volcán Zoyazal,Point(-98.88958 19.05746)
http://www.wikidata.org/entity/Q31451167,Sopka Shagayevskaya,Point(162.5851 57.5449)
http://www.wikidata.org/entity/Q31451155,Solyanaya Sopka,Point(111.5 74.0)
http://www.wikidata.org/entity/Q31451371,Vulkan Bol'shoy Semlyachik,Point(160.024166666 54.315555555)
http://www.wikidata.org/entity/Q31450208,Volcán Tulmiac,Point(-99.116666666 19.135277777)
http://www.wikidata.org/entity/Q31450384,Cerro Catzicapacuaritiro,Point(-102.057777777 19.763055555)
http://www.wikidata.org/entity/Q31450351,Cerro Grande,Point(-103.953888888 19.515)
http://www.wikidata.org/entity/Q31450202,Volcán Zompole,Point(-99.115555555 19.204444444)
http://www.wikidata.org/entity/Q31450368,Volcán San Isidro,Point(-103.74956 19.62724)
http://www.wikidata.org/entity/Q31450255,Volcán Pajonal,Point(-99.04183 19.07822)
http://www.wikidata.org/entity/Q31450327,Volcán El Molcajete,Point(-99.9465 18.92846)
http://www.wikidata.org/entity/Q31451351,Sopka Krasnaya,Point(158.05 52.611666666)
http://www.wikidata.org/entity/Q31450706,Volcán Yana Mauras,Point(-72.433333333 -15.318333333)
http://www.wikidata.org/entity/Q31450743,Volcán Jenchaña,Point(-72.3475 -15.52)
http://www.wikidata.org/entity/Q31451345,Sopka Zhirovaya,Point(158.238611111 52.613888888)
http://www.wikidata.org/entity/Q31451316,Sopka Dvugorbaya,Point(158.1455 52.5154)
http://www.wikidata.org/entity/Q31450154,Volcán Manteca,Point(-99.177777777 19.089722222)
http://www.wikidata.org/entity/Q31450295,Volcán El Jorullo,Point(-101.7169 18.972)
http://www.wikidata.org/entity/Q31450268,Volcán Tioca,Point(-99.09374 19.20447)
http://www.wikidata.org/entity/Q31450424,Volcán Mazcuta,Point(-101.66199 19.74753)
http://www.wikidata.org/entity/Q31450309,Volcán Gordo,Point(-100.127777777 18.8525)
http://www.wikidata.org/entity/Q31451364,Sopka Paratunka,Point(158.039722222 52.6575)
http://www.wikidata.org/entity/Q31450550,Volcán Aholo,Point(-98.85452 19.09221)
http://www.wikidata.org/entity/Q31450261,Volcán Ocusacayo,Point(-99.0691 19.1433)
http://www.wikidata.org/entity/Q31450390,Cerro Ordáz,Point(-102.008055555 19.801666666)
http://www.wikidata.org/entity/Q31450781,Mount Uluman,Point(145.9717 -4.6528)
http://www.wikidata.org/entity/Q31450335,Cerro Itzhuitz,Point(-92.40866 16.48941)
http://www.wikidata.org/entity/Q31450452,Volcán Sajo,Point(-101.43138 19.74686)
http://www.wikidata.org/entity/Q31451391,Sopka Aynel'kan,Point(160.387222222 57.493611111)
http://www.wikidata.org/entity/Q31451408,Vulkan Zavaritskogo,Point(151.9917 46.904)
http://www.wikidata.org/entity/Q31451147,Vulkan Blesaka,Point(36.714166666 45.352777777)
http://www.wikidata.org/entity/Q31451396,Vulkan Zhupanovskaya Sopka,Point(159.111666666 53.590277777)
http://www.wikidata.org/entity/Q31450529,Volcán Huipilo,Point(-98.8843 19.04995)
http://www.wikidata.org/entity/Q31450912,Batapona Mountain,Point(147.294444444 -2.543055555)
http://www.wikidata.org/entity/Q31450190,Volcán Toxtepec,Point(-99.15032 19.16211)
http://www.wikidata.org/entity/Q31450719,Volcán Pabellón Mauras,Point(-72.461388888 -15.29)
http://www.wikidata.org/entity/Q31450483,Volcán Ahuazatepel,Point(-98.91987 19.09752)
http://www.wikidata.org/entity/Q31450147,Volcán El Caballito,Point(-99.1825 19.089166666)
http://www.wikidata.org/entity/Q31450432,Volcán El Estribo,Point(-101.643611111 19.51)
http://www.wikidata.org/entity/Q31450502,Volcán Huehuelcon,Point(-98.93765 19.08387)
http://www.wikidata.org/entity/Q31450491,Volcán Atlalcorra,Point(-98.89399 19.10917)
http://www.wikidata.org/entity/Q31451338,Sopka Kamennaya,Point(158.19 52.596944444)
http://www.wikidata.org/entity/Q31450248,Volcanes los Otates,Point(-99.118611111 19.064444444)
http://www.wikidata.org/entity/Q31450762,Volcán Chilcayoc Grande,Point(-72.288333333 -15.536388888)
http://www.wikidata.org/entity/Q31451403,Vulkan Zheltovskaya Sopka,Point(157.3281 51.5771)
http://www.wikidata.org/entity/Q31450381,Cerro Huahuarua,Point(-102.0625 19.762777777)
http://www.wikidata.org/entity/Q31450140,Volcán Man Nal,Point(-99.2199 19.2232)
